Date,.GDAXI,SAPG.DE,SIEGn.DE,DTEGn.DE,AIRG.DE,ALVG.DE,MBGn.DE,VOWG_p.DE,BMWG.DE,SHLG.DE,BAYGn.DE,DPWGn.DE,IFXGn.DE,MUVGn.DE,BASFn.DE,DB1Gn.DE,EONGn.DE,HNKG_p.DE,BEIG.DE,RWEG.DE,ADSGn.DE,SATG_p.DE,DTGGe.DE,HNRGn.DE,MRCG.DE,DBKGn.DE,ENR1n.DE,VNAn.DE,SY1G.DE,FREG.DE,CONG.DE,HEIG.DE,MTXGn.DE,CBKG.DE,RHMG.DE,BNRGn.DE,ZALG.DE,QIA.DE,PSHG_p.DE,1COV.DE
2022-04-29,14097.88,97.02693216,117.78,17.57,105.5,216.2,67.1,148.94,78.51,51.26,62.9,40.92,27.45,227.3,50.41,166.2,9.93,61.36,95.82,39.59,193.72,359.1,25.8,148.9,176.95,9.626,18.43,38,113.45,33.8,66.02,55.26,193.65,6.282,214.8,73.94,37.83,44.04,79.54,41.29
2022-05-02,13939.07,95.98266936,115.12,17.29,103.96,215,62.22,147.22,77.64,50.22,60.18,40.33,26.76,223.8,47.435,166.45,9.874,60.48,94.32,38.85,194.18,345.3,25.49,145.85,173.05,9.477,17.19,35.93,112.45,33.44,62.46,54.74,187.9,6.204,211.6,72.3,37.74,44.01,77.48,41.41
2022-05-03,14039.47,94.729554,114.56,17.376,106.44,217,62.88,150.2,79.98,50.42,61.14,40.2,27.425,225.3,47.51,166.6,9.824,60.96,93.52,39.08,192.26,350.3,26.26,146.8,174.05,9.861,17.865,36.2,109.85,34.06,64.32,55.22,197.1,6.412,222.4,72.18,38.07,44.06,79.58,39.4
2022-05-04,13970.82,92.97917064,115.78,17.53,102.68,213.55,62.33,148.52,79.47,51.98,61.1,40.86,27.285,224.1,49.045,166.45,9.784,60.72,93.56,40.57,193.8,337.2,26.695,147.85,168,9.818,17.805,35.25,109.65,35.13,63.3,55.42,192.3,6.31,213.1,72.48,37.15,43.34,78.32,40.2
2022-05-05,13902.52,94.69971792,116.58,17.592,108.96,199.76,61,147.18,78.03,53.06,60.54,39.96,27.335,219,47.575,163.7,9.752,59.56,93.32,40.3,188.22,337.7,25.74,137.55,169.8,9.451,17.35,35.89,109.35,35.05,60.54,54.18,189.95,6.188,211,71.34,33.21,44.05,77.78,38.75
2022-05-06,13674.29,91.13927904,114.64,17.302,107.34,195.7,62.08,145.86,79.06,51.02,59.86,38.98,27.29,216.7,47.435,161.3,9.668,61.38,91.28,40.63,181.36,330.4,25.965,138.55,164.75,9.315,17.165,34.26,102.4,34.1,61.32,53.86,188.8,6.12,207.8,69.02,33.42,43.29,76.92,38.42
2022-05-09,13380.67,90.27403272,111.7,17.142,103.82,191.66,60.56,142.72,77.62,49.7,58.72,36.26,25.645,213.7,47.08,158.65,9.762,61.42,89.04,40.03,173.54,314.9,25.76,137.2,163.45,8.956,16.68,32.71,98.4,34.03,60.42,53.74,179.3,6.048,187.05,65.82,31.9,42.87,74.56,37.54
2022-05-10,13534.74,91.15916976,114.72,17.28,104.8,193.72,61.13,142.8,78.21,50.84,61.89,37.335,25.76,217,48.51,161.3,9.854,63.24,90.64,39.49,173.36,317.5,25.785,140.6,165.1,9.101,16.685,32.84,99.94,33.24,61.8,54.14,174.45,6.142,181.9,67.16,32.53,42.1,72.34,38.43
2022-05-11,13828.64,92.56146552,116.8,17.51,107.4,205.15,63.86,146.7,82.26,51.64,58.04,37.815,26.765,227.5,49.6,162.1,10.23,63.3,93.5,40.4,181.86,330,26.1,144.15,169.55,9.314,16.23,34.17,101,34.08,64.02,54.72,180.05,6.268,186.85,68.66,32.17,42.56,76.14,39.08
2022-05-12,13739.64,92.8896624,113.9,17.948,104.44,198.34,63.51,146.44,75.78,52.76,60.4,37.95,27.6,227.1,49.06,162,9.946,62.74,93.4,38.85,180.48,312.6,26.37,144.25,160,9.132,15.625,33.11,101.35,33.32,65.22,52.18,177.25,6.284,179.35,69.42,33.09,42.51,76.44,38.99
2022-05-13,14027.93,94.46102928,116.08,18.322,106.38,200.4,64.1,144.2,77.66,54.38,61.54,38.96,28.595,228.1,49.38,162.85,9.894,62.9,95.28,39.91,180.96,335.8,27.405,144.35,160,9.347,16.45,33.19,102.25,34.09,66.36,52.18,180.45,6.428,183.9,71.3,34.12,44.17,77.82,39.55
2022-05-16,13964.38,92.73053664,113.6,18.078,105.82,198.82,63.56,144.74,77.66,55.46,63.21,38.465,28.255,226.4,49.295,162.1,9.93,63.46,95.82,41.2,180.06,342.4,27.03,145.05,161,9.219,16.565,33.49,102.8,33.23,64.62,52.08,179.85,6.49,188.2,70.34,34.67,44.23,75.28,39.56
2022-05-17,14185.94,93.42671184,116.5,18.126,108.28,202.25,65.14,145.92,78.62,56.16,64.12,39.34,28.79,229,50.69,164.25,9.914,63.58,95.9,41.25,183.3,346.4,28.785,146.7,164.6,9.538,16.8,33.63,105.1,33.25,65.72,52.56,183.8,6.81,190.65,70.92,35.61,44.02,73.18,40.72
2022-05-18,14007.76,91.000044,113.62,18.1,107.94,200.85,64.76,145.98,78.02,55.7,63.8,38.7,27.74,225.5,49.855,164.2,10.075,62.9,95.16,42.55,175.98,334.4,29.13,144.75,163.95,9.471,17.025,33.36,102.95,32.78,65.24,51.88,184.75,7.02,190.4,69.7,34.48,42.4,72.08,40.05
2022-05-19,13882.3,90.23,112.46,18.08,106.6,194.8,63.28,145.32,77.84,54.52,63.4,37.48,27.845,222.8,48.86,159.15,9.956,61.58,93.16,42.47,171.88,338.3,28.36,143.45,167.7,9.492,17.09,33.8,101.3,31.79,65.78,52.02,181.95,7.22,189.25,69.06,35.92,42.29,70.86,39.61
2022-05-20,13981.91,92.02,115.08,18.32,106.86,195.58,63.3,145.68,77.45,54.64,63.74,37.455,27.725,221.4,48.85,162.4,10.045,61.78,93.92,43.12,172.8,341,28.03,139.05,172.4,9.362,16.935,33.99,102.2,32.31,66.7,51.86,182.5,7.236,191.8,70.16,36,42.73,71.58,39.99
2022-05-23,14175.4,93.01,116.7,18.49,107.22,199.38,64.56,147.82,78.24,54.72,64.47,38.09,28.05,223,49.735,162.7,10.105,62.62,95.52,43.32,175.48,343.1,28.5,141.15,175.9,10.018,16.81,34.5,102.75,32.04,66.84,52.62,181.3,7.71,188.3,71.72,35.72,42.84,73,40.94
2022-05-24,13919.75,91.98,114.2,18.6,102.74,197.86,63.71,145.44,77.79,54.5,63.29,37.095,27.045,221.9,48.755,165.85,9.78,61.68,95.38,41.42,171.2,338.2,27.785,138.75,175.1,10.084,17.25,33.5,101.75,31.65,65.84,52.54,176.35,7.66,192.4,70.06,32.43,42.82,71.84,40.24
2022-05-25,14007.93,90.63,114.82,18.83,104.82,197.48,64,147.78,78.55,53.76,63.78,37.51,26.845,222.7,49.465,163.25,9.928,61.96,95.1,42.3,172.08,341.1,27.995,139.7,176.45,10.256,16.925,33.87,101,31.9,66.92,53.74,178.6,7.774,193.35,70.36,33.75,42.8,72.72,41.01
2022-05-26,14231.29,91.6,118.52,18.936,109.14,198.8,65.2,151.34,80.25,53.88,65.9,37.88,27.72,225.1,50.79,163.75,9.88,62.7,94.8,41.7,176.76,342.6,28.625,141.05,175.4,10.414,17.505,34.06,101.7,32.18,69.8,53.9,184.55,8.03,194.45,71.8,37.2,42.59,73.32,41.89
2022-05-27,14462.19,93.99,121.86,19.08,112.02,200.2,66.02,152.24,80.77,56.28,66.58,38.1,29.005,228.3,51.11,163.75,9.65,61.66,95.32,40.46,179.96,362.9,29.05,143.8,178.2,10.392,17.62,35.57,104.25,32.51,70.4,54.2,189,8.08,193.95,73.18,37.48,44.05,73.42,42.18
2022-05-30,14575.98,95.12,124.82,19.082,112.48,199.6,66.27,153.96,81.48,57.12,66.5,38.945,29.575,230.6,51.44,159.95,9.614,63.08,96.16,40.61,184.82,374.3,29.23,144.45,179.85,10.646,17.935,35.59,106.3,32.18,71.38,54.42,189.85,8.236,197,73.88,39.08,44.16,74.24,42.73
2022-05-31,14388.35,92.79,122.44,19.124,108.74,195.02,66.2,154.68,80.63,55.88,66.58,38.505,28.94,227.7,51.29,156.25,9.484,63.7,96.52,41,184.46,375.6,29.03,142.4,175,10.374,17.935,35.45,102.75,31.88,71.28,54.1,183.85,8.078,188.3,71.96,37.85,42.81,76.14,42.5
2022-06-01,14340.47,93.3,122.58,19.118,108.26,193.9,67.3,157.8,82.33,54.9,66.74,37.28,28.9,222,51.73,154.35,9.51,62.76,95.3,40.8,182.44,353.6,29.59,138.5,172.1,10.288,17.845,34.98,102.25,31.56,71.94,53.78,183.9,8.03,192.15,71.8,35.36,42.24,79.22,43.08
2022-06-02,14485.17,93.85,125.24,19.092,109.24,194.74,67.8,158.96,83.82,55.46,65.51,37.745,29.54,223.4,52.6,155.5,9.468,62.96,96,40.6,186.6,372,29.72,139.55,174.8,10.214,18.39,35.62,103.9,31.11,72.3,54.08,185.35,8.102,197.95,72.56,36.59,42.58,79.18,44.05
2022-06-03,14460.09,93.61,124.02,19.154,108.6,195.18,67.35,156.68,82.93,55.4,66.12,37.76,29,225.8,52.02,155.55,9.668,62.58,95.92,40.52,187.14,370.5,29.58,143.3,173.1,10.2,18.285,35.4,103.35,31.2,71.48,53.6,184.2,8.156,208.5,72.5,35.22,42.43,77.8,43.8
2022-06-06,14653.81,94.72,125.84,19.25,111.32,198.3,68.23,158.6,83.58,55.54,66.68,38.705,29.29,229.3,52.52,156.4,9.646,63.22,96.84,41,188.34,370.3,29.895,144.25,175.35,10.456,18.64,35.89,103.9,31.29,74.42,54.46,188.9,8.48,206.3,73.06,36.6,42.93,77.46,44.06
2022-06-07,14556.62,94.47,125,19.15,110.3,196.16,67.77,157.66,82.59,55.88,65.92,38.305,28.65,228.7,52.18,153.9,9.668,62.24,95.82,41.76,186,374.5,29.815,144.85,173.7,10.336,18.775,35.92,103.55,31.32,74.56,54.52,187.7,8.364,212.1,72.48,34.83,43.19,76.52,43.4
2022-06-08,14445.99,93.6,124.16,18.68,108.24,191.58,67.95,159.8,83.5,56.22,65.87,36.9,28.505,223.9,52.68,150.9,9.644,61.7,94.78,41.36,186.98,383.1,30.02,141.6,176,10.14,18.45,35.62,103.25,31.23,75.12,54.22,186.9,8.27,216.7,71.9,34.51,43.75,76.14,43.81
2022-06-09,14198.8,92.35,121.68,18.56,105.36,189.38,66.95,157.2,82.66,54.78,65.39,35.785,27.53,225.2,51.87,150.55,9.574,61.36,98.72,41.05,181.4,368.2,29.375,142.55,173.05,10.014,17.22,33.88,101.5,30.41,75.36,53.9,180.7,8.19,207.9,70.68,31.59,43.46,74.96,43.36
2022-06-10,13761.83,89.03,115.1,18.15,101.94,182.5,64.91,152.28,80.54,52.68,63.56,34.815,26.645,219,49.63,151.95,9.522,60.02,97.48,40.7,175.7,357.7,28.44,137.2,168.65,9.428,16.845,32.75,101,30.03,73.64,51.44,176.2,7.73,203,68.52,30.76,42.36,72.7,41.56
2022-06-13,13427.03,87,111.6,17.812,97.58,182.04,62.15,145.18,77.97,50.6,63.47,34.235,24.83,218.8,49.075,150.1,9.326,59.7,97.4,38.98,169.68,331,27.78,138.25,167.6,9.25,15.975,30.86,99.48,29.91,70.98,50.14,168.8,7.528,203,70.7,29.5,42.22,69.02,40.77
2022-06-14,13304.39,87.01,109.22,17.818,96.38,182.06,62.29,144.16,77.61,49.76,63.61,34.58,24.27,219.4,48.39,151.85,9.09,58.78,93.04,38.17,164.54,314.9,27.36,139.25,163.45,9.256,15.605,31.62,95.72,29.63,70.62,49.68,168.75,7.522,206.7,70.78,27.67,40.83,68.46,39.6
2022-06-15,13485.29,88.99,108.98,18,96.67,186.5,63.44,147.06,79.54,46.5,63.54,35.325,24.995,226.2,49.03,154.35,9.1,59.38,93.5,38.57,166.44,319.8,27.63,143.15,164,9.496,15.825,31.59,97.12,29.74,73.04,51.06,173,7.83,210.2,72.26,28.45,42.28,69.42,39.59
2022-06-16,13038.49,87.77,102.3,17.804,93.12,183.5,61.7,142.8,77.15,45.31,61.75,34.445,23.43,220.9,45.665,154.3,8.496,57.54,91.02,37.1,162,302.4,26.65,140.3,163.25,9.338,15.35,30.28,95.34,29.11,69.22,49.76,170,7.614,205.9,69,24.91,41.55,68.56,36.15
2022-06-17,13126.26,89.02,103.62,18.096,94.12,183.44,61.93,141.66,77.6,44.95,62.55,35.225,23.735,218.9,45.3,154,8.72,58.26,89.72,37.39,166,308.1,26.825,137.4,158.15,9.401,15.31,31.26,97.28,28.9,69.62,49.76,171.2,7.858,211.3,67.72,25.71,41.39,67.5,35.73
2022-06-20,13265.6,89.24,103.54,18.524,97.04,186.12,62.98,143.8,78.72,44.43,63.36,34.875,24.095,222.6,45.75,154.75,8.77,60.34,93.56,38.79,166.52,303.2,27.16,139.6,157.7,9.663,15.68,31.07,100.65,29.22,72.22,49.3,180.25,8.21,218,66.2,25.89,40.22,67.34,35.58
2022-06-21,13292.4,89.46,103.14,18.352,96.06,185.14,64.17,146.48,79.66,44.33,62.06,35.245,24.4,220.2,46.075,154.75,8.728,60.08,94.08,39.01,166.08,307.6,27.185,137.85,158.65,9.709,15.77,31.71,100.8,27.79,72.5,49.52,177.4,8.418,224,65.64,25.49,40.99,68.44,36.12
2022-06-22,13144.28,89.55,101.54,18.666,93.02,183.84,62.42,144.4,78.16,44.5,60.74,35.405,24.005,219.1,43.4,155.95,8.85,59.88,95.26,38.39,164.98,309.2,26.14,135.85,157.15,9.694,15.61,31.54,101.85,27,70.84,49.07,173.8,8.328,217.6,62.9,25.69,41.56,67.74,34.14
2022-06-23,12912.59,89.38,99.26,18.658,90.87,179,58.58,139.06,74.9,44.65,58.54,35,23.355,217,41.43,156.2,8.746,59.54,96.68,38.62,167.06,315.1,25.215,131.35,156.1,8.512,15.22,30.93,101.9,27.56,67.4,47.57,170.3,7.346,205.4,59.9,25.54,42.18,65.42,33.11
2022-06-24,13118.13,92.33,102.62,18.88,92.67,181.2,58.56,139.18,74.94,46.83,57.79,35.905,24.06,222.6,42.215,157.3,8.602,60.36,97.98,37.42,170.36,328.2,25.73,136.85,164.8,8.919,15.7,31.7,106.2,28.1,66.62,48.49,173.6,7.328,206.4,60.8,25.14,43.5,64.8,34.48
2022-06-27,13186.07,92.3,104.14,18.842,93.41,181.04,59.24,138.88,75.73,47.85,59.4,36.515,24.505,220.8,42.81,158.95,8.514,60.9,98.62,36.81,171.88,334.5,26.09,136.4,165.1,8.89,15.645,31.24,106.25,28.73,68.28,48.78,172.4,7.27,214.8,61.78,25.72,44.6,66.1,34.26
2022-06-28,13231.82,91.24,104.14,19.068,94.95,183.1,58.93,140.82,76.48,47.72,60.23,36.075,24.34,226.3,43.025,158,8.61,60.5,97.86,37.53,170.32,331.4,25.88,137.5,163.7,8.863,15.59,31.34,104.95,28.98,70,48.7,178.45,7.17,222.2,62.92,25.22,44.5,67.88,34.38
2022-06-29,13003.35,90.17,101.4,19.034,92.15,183.72,57.6,134.46,74.52,47.36,57.62,35.89,23.905,223.3,41.58,159.65,8.368,59.8,98.56,37.03,170.02,325.5,25.33,137.05,160.8,8.571,14.61,30.59,104.3,29.14,68.68,47.42,173,7.008,222.9,62.1,24.71,44.37,65.82,32.98
2022-06-30,12783.77,86.93,97.09,18.946,92.44,182.12,55.22,127.42,73.46,48.49,56.72,35.74,23.09,224.2,41.525,159.6,8.008,58.78,97.48,35.08,168.76,333.4,24.91,138.5,161,8.318,13.985,29.4,103.85,28.9,66.5,45.84,173.7,6.686,220.3,62.1,24.96,44.7,63.12,32.98
2022-07-01,12813.03,86.7,96,19.216,95.21,182,55,127.48,73.76,48.13,57.35,35.85,22.29,228.1,41.27,154.45,8.202,59.38,98.3,36.92,167.64,343.2,25.035,140.15,165.7,8.053,14.22,29.52,105.65,29.14,66.38,45.88,177.3,6.38,212.6,61.94,26.15,45.46,62.94,32.53
2022-07-04,12773.38,85.44,97.32,19.266,93.44,183.02,53.45,127,72.79,48.4,57.24,35.65,21.685,230.9,41.885,156.65,8.17,59.96,99.2,36.61,167.66,345.9,24.76,142.8,165.4,8.092,14.095,28.06,107.3,29.32,66.34,46.4,173.7,6.182,210.1,62.42,25.16,46.29,61.76,32.46
2022-07-05,12401.2,85.43,93.74,18.864,89.31,175.22,51.03,120.8,71.5,47.83,55.52,35.345,21.065,216.1,39.325,155.3,7.916,60.04,98.76,35.49,166.24,353.8,22.84,131.8,167.85,7.763,13.37,27.84,107.3,28.53,62.54,43.72,160.1,5.936,188.25,60,23.8,46.65,59.06,30.79
2022-07-06,12594.52,87.84,96.05,19.016,92.7,175.5,50.62,120.64,71.37,49.34,56.19,35.335,22.01,219.6,39.75,160.6,7.858,60.94,100.7,35.55,164.54,368,22.755,134.95,171.7,7.688,13.805,28.7,109.6,28.74,63.42,43.74,165.75,5.802,186.6,60.44,25.17,47.35,59.92,31
2022-07-07,12843.22,88.89,97.71,19.202,94.77,178.46,53.85,126.96,74.78,48.38,56.59,36.32,22.755,224.3,41.3,158.75,8.032,61.04,99.3,35.71,169.28,369.9,24.4,140,173.3,7.983,14.4,29.01,108.3,28.61,65.72,45.19,169.75,5.94,194.5,61.96,26.61,47.84,63.82,32.25
2022-07-08,13015.23,89.6,99.84,19.216,96,180.28,55.87,134.46,76.04,49.23,57.83,36.355,23.25,224.2,42.915,159.95,8.184,61.88,98.94,35.82,168.46,379.2,25.305,139,175.1,8.2,14.84,28.46,107.95,28.91,67.8,47.33,175.5,6.406,195,62.68,27.12,47.43,67.74,33.44
2022-07-11,12832.44,88.38,96.8,19.222,96.62,178.28,53.58,130.28,73.79,48.53,56.15,35.775,22.78,220.9,41.265,160.95,8.112,61.54,98.12,36.49,163.08,391.4,24.045,136.45,176.65,7.87,14.44,28.01,109.55,28.34,65.32,46.33,173.2,6.148,189.3,61.52,26.06,47.6,66.1,32
2022-07-12,12905.48,86.97,97.63,19.308,100.66,179.38,54,130.62,74.42,47.98,56.44,36.05,22.83,223.1,42.53,164.55,8.062,61.26,98.08,36.48,160.66,384.2,24.5,137.4,175.55,7.907,14.515,28.23,106.15,28.2,65.94,47.4,180.15,6.032,190.95,61.28,26.3,46.55,66.02,32.25
2022-07-13,12756.32,85.41,96.11,19.19,101.26,175.98,51.52,128.34,72.46,47.66,56.15,35.93,22.765,221.5,41.45,165.2,8.052,61.64,98.76,36.16,160.94,380.9,23.855,136.75,174.05,7.778,14.305,28.26,106.15,27.4,65.26,46.3,178.55,5.992,186.5,60.16,25.26,46.16,65.24,32.03
2022-07-14,12519.66,84.94,95.86,18.762,99.39,169.94,50.68,126.3,72.22,46.83,54.42,35.575,22.62,214.8,40.4,160.2,7.942,60.34,97.84,35.56,154.44,373.9,23.62,133.3,171.15,7.674,14.155,27.69,103.65,26.94,62.8,45.48,175.6,5.732,179.45,59.18,25.45,45.48,63.9,31.6
2022-07-15,12864.72,87.23,100.1,19.082,103.78,173,52.87,132.24,75.12,48.52,55.63,36.32,23.22,219.6,41.455,159.6,8.048,61.06,97.98,36.82,160.96,382.2,24.37,136.95,174.25,7.799,14.175,28.19,105.1,27.55,65.94,46.78,183,5.938,187,61.32,25.7,46.34,67.48,32.19
2022-07-18,12959.81,87.72,101.2,18.94,104.34,173.68,53.97,135.96,76,47.86,55.43,36.685,23.67,220.7,42.72,161,8.05,61.2,98.8,37.11,165.18,370.9,24.79,138.8,165.35,8.071,14.535,28.65,105.7,27.19,68.24,47.77,185.75,6.176,189.4,62.86,27.02,45.64,69.08,32.88
2022-07-19,13308.41,89.88,105.78,19.082,105.88,175.72,56.44,141.22,78.13,48.9,58.07,37.585,24.3,223.9,44.685,162.55,8.394,62.02,100.45,38.59,175.92,378,25.705,140.6,170.5,8.432,14.875,29.46,107.25,27.88,70.86,49.67,189.8,6.578,192.6,64.18,28.04,45.9,70.38,34.79
2022-07-20,13281.98,90.72,106.86,18.864,104.7,175.14,55.39,139.62,77.53,47.96,58.84,38.29,24.69,221.1,44.665,163.6,8.428,61.14,98.84,38.26,173.9,383.2,25.7,137.75,170.5,8.399,14.995,29.57,106.85,27.33,71.3,48.92,190.5,6.586,189.1,63.94,28.51,45.7,69.68,34.67
2022-07-21,13246.64,88.14,107.14,18.734,104.74,174.38,55.08,135.88,76.89,49.88,57.4,38.415,25.225,219,43.67,165.1,8.116,61.6,99.38,37.25,175.08,413,25.65,136.35,180.6,8.46,14.985,29.97,109.6,26.93,71.76,48.47,190.6,6.648,180.55,66.04,28.55,47.46,68.64,33.96
2022-07-22,13253.68,92.06,105.42,18.164,105.58,174.12,54.69,134.32,77.1,49.28,56.79,37.975,24.825,219.2,43.14,161.15,8.456,61.28,99.92,37.52,176.62,418.5,25.615,138.3,178.05,8.262,15.285,31.92,111.05,27.3,70.54,48.55,192.5,6.336,181.5,66.2,29.76,46.89,68.98,33.44
2022-07-25,13210.32,90.01,104.4,18.182,105.66,174.42,55.45,132.64,77.97,48.24,57.69,37.755,24.8,220.1,43.14,161.6,8.43,61.28,99.74,37.84,176.02,399.3,25.465,137.55,180.35,8.351,14.975,30.84,109,27.44,70.88,48.54,191.1,6.384,179.5,65.66,28.82,46.39,68.12,33.16
2022-07-26,13096.93,89.22,102.84,18.13,104.94,173.64,54.27,130.42,76.08,49,57.69,36.97,24.345,220.1,42.185,161.5,8.398,61.9,100.8,38.15,169.72,399.6,25.195,137.65,179.9,8.189,14.425,30.04,109.55,27.76,69.08,47.23,192.65,6.286,178,65.08,25.99,46.43,67.28,32.23
2022-07-27,13166.38,88.85,104.52,18.496,106.06,173.82,56.25,130.8,76.58,49.14,57.02,36.925,25.25,220.2,41.62,165.25,8.498,61.52,100.45,39.16,161.06,406.8,25.82,137.4,180.85,8.055,14.895,31.01,110.25,27.24,67.02,47.91,187.4,6.416,183.6,65.24,26.39,46.83,67.28,32.34
2022-07-28,13282.11,89.9,106.1,18.392,102.96,173.38,56.74,135.6,78.43,49.33,57,37.68,25.65,218,42.55,168.65,8.534,61.5,100.45,39.82,166.34,418,26.395,135.95,184.5,8.341,15.845,32,111.45,25.02,67.82,47.87,189.45,6.506,183.75,66.74,25.67,48.4,69.62,32.64
2022-07-29,13484.05,90.68,108.54,18.506,104.98,177.32,57.22,137.3,79.48,50.02,57,38.9,26.55,221.1,43.415,170.5,8.77,62.28,100.65,40.18,167.8,435.5,26.59,138.3,185.7,8.526,16.185,32.47,113.6,24.95,69.22,49.5,188.1,6.678,178.85,68.36,27.35,48.86,70.4,33.23
2022-08-01,13479.63,91.69,107.02,18.652,102.48,178.28,57.45,138.62,79.89,50.36,56.72,39.38,26.725,220.6,43.335,173.05,8.746,62.6,102.15,40.31,170.92,438.2,27.015,138.5,184.95,8.402,15.525,31.57,113,24.8,68.58,48.72,189.85,6.724,187.7,68.92,26.98,48.5,70.36,33.05
2022-08-02,13449.2,89.63,106.4,18.858,102.78,176.24,57.8,141.52,81.08,49.62,58,38.85,26.46,220.8,43.74,172.4,8.908,62.74,102,40.16,167.08,435.2,27.325,138.8,182.7,8.41,15.3,31.47,114.4,24.08,67.12,48.45,188.7,6.742,193.35,68.24,26.12,48.47,70.78,33.51
2022-08-03,13587.56,91.8,107.54,18.66,104.12,179.18,58.73,144.48,76.57,49.08,58.76,39.53,27.775,224.3,43.87,174.55,8.77,63.58,102.25,40.03,171,431.9,27.45,141.6,183.7,8.564,15.455,31.64,109.75,24.08,70.78,49.89,189.3,6.91,195.5,68.18,27.64,48.95,72.38,33.81
2022-08-04,13662.68,92.84,109.26,18.618,103.84,179.46,59.13,143.6,76.27,50.9,57.28,39.935,28.53,223.9,44.225,173.9,8.792,64.08,104.5,40.36,175.24,429.4,27.895,144.7,185.75,8.626,16.09,30.21,111.75,24.23,69.28,50.9,188,7.088,189.15,68.88,31.26,48.75,72.28,33.14
2022-08-05,13573.93,92.23,108.64,18.782,104.76,176.64,58.91,143.44,76.61,51.2,53.28,41.755,27.56,225.1,44.02,174,8.796,63.82,101.85,41.1,171.56,413.7,27.58,143.75,184.55,8.755,16.54,30.32,108.25,24.55,68.08,50.84,186.05,7.24,166.85,68.12,30.85,48.36,72.3,33.14
2022-08-08,13687.69,93.1,109.4,18.774,106.12,177.84,60.47,145.7,78.1,51.7,52.95,40.62,27.55,228.4,44.8,174.75,9.034,64.74,102.75,41.97,175.1,421.6,27.91,144.85,186.1,8.799,16.37,30.96,109.5,24.52,69.44,50.92,189.05,7.03,167.9,68.14,31.34,48.56,73.12,33.19
2022-08-09,13534.97,91.88,106.52,18.986,106.44,178.56,59.63,142.86,77.09,50.82,52.16,39.78,26.13,232.4,43.995,174.9,9.164,64.72,101.95,42.32,169,412.8,27.455,147.4,184,8.727,15.815,30.4,107.25,24.47,64.9,50.24,188.9,6.874,164.9,67.3,29.49,47.58,71.42,32.41
2022-08-10,13700.93,93.38,109.18,18.856,107.58,178.5,60.52,145.92,77.99,51.6,51.9,40.495,27.065,235,44.445,172.7,8.95,64.8,102.4,42.49,173.36,423.8,27.935,146.2,187.8,8.829,16.695,31.14,109.8,24.67,67.1,51.22,190.05,6.876,163.3,69.54,31.32,48.03,72.34,32.98
2022-08-11,13694.51,92.8,109.92,18.938,107.66,179,60.52,146.94,77.71,52.24,51.68,40.57,27.345,235.1,43.425,170.05,9.22,64.44,101.8,42.25,172.02,443,27.835,147.55,187.1,8.864,16.56,30.74,111,24.69,65.74,50.88,192.65,6.91,167.4,69.98,31.93,48.58,71.34,31.82
2022-08-12,13795.85,93.03,111.84,18.684,108.4,181.08,60.93,148.32,78.55,51.66,54.15,40.01,27.47,238.7,44.155,164.5,9.408,64.78,101.75,42.52,173.2,440.2,28.4,150.4,183.6,9.061,16.355,31.43,111.5,24.57,67.04,50.88,192.15,7.142,167.05,70.2,31.99,48.36,70.08,32.57
2022-08-15,13816.61,93.29,112.2,18.758,108.82,178.78,60.56,150.02,78.12,51.02,53.56,40.335,27.47,238.7,44.06,168.95,9.366,65.12,102.25,42.38,172.94,446.3,28.57,151.05,185.95,8.942,16.5,31.24,113.65,24.64,65.52,51.34,196.5,7.134,169.95,70.46,31.43,48.47,69.94,32.28
2022-08-16,13910.12,92.57,112.04,19.112,110.66,179.94,61.22,150.6,79.25,51.14,54.3,40.805,27.5,239.7,44.75,168.2,9.508,65.84,102.95,43.52,173.36,443.9,28.675,151.25,184,8.964,16.47,31.65,112.4,24.91,67.22,51.58,198.15,7.154,176.25,71.02,30.75,47.69,71.76,32.98
2022-08-17,13626.71,91.28,108.64,18.866,108.12,177.54,60.09,147,77.29,50.82,53.37,40.01,26.02,235.5,42.685,168.5,9.232,66.52,102.55,43.07,169.1,451,27.6,147.6,182.9,8.856,16.285,30,112.8,24.24,64,49.52,195.9,7.014,174.5,70.3,28.41,47.25,69.92,31.23
2022-08-18,13697.41,91.51,110.26,18.796,108.3,178.52,60.34,148.92,77.89,50.24,54.06,39.96,26.74,235.8,43.44,170.8,9.162,66.72,102.75,42.91,167.52,452,27.505,148.75,182,8.868,16.36,30.22,114,24.57,64.92,49.5,194.95,6.994,170.85,70.88,27.09,46.94,69.94,31.85
2022-08-19,13544.52,91.3,108.2,18.896,106.2,176.02,58.09,145.76,75.81,49.91,54.4,39.45,26.21,233.8,43.035,170.8,9.194,66.56,103.35,43.08,165.6,449.2,27.095,147.65,182,8.496,15.9,29.1,112.9,24.62,63.06,48.69,191.2,6.71,168.15,69.76,26.61,46.86,67.76,31.48
2022-08-22,13230.57,89.18,103.7,18.988,103.1,173.5,55.91,139.4,73.02,48.46,53.41,38.055,25.215,232,41.18,170.95,8.92,66.16,103.15,42.7,156.98,443.9,26.1,146.3,179.9,8.387,15.205,28.54,112.05,25.5,60.58,46.95,187.25,6.376,163.7,67.68,25,47.12,64.76,29.33
